0,1,2,3,4,5
Why the hell did n't you use fenders when you tied alongside ?,0,9,guess,verb,"expect, believe, or suppose<FF>put forward, of a guess, in spite of possible refutation<FF>judge tentatively or form an estimate of (quantities or time)<FF>guess correctly; solve by guessing<FF>"
Er at this stage I do n't think so to be honest with you because,1,9,cast,verb,"put or send forth<FF>deposit<FF>select to play,sing, or dance a part in a play, movie, musical, opera, or ballet<FF>throw forcefully<FF>assign the roles of (a movie or a play) to actors<FF>move about aimlessly or without any destination, often in search of food or employment<FF>form by pouring (e.g., wax or hot metal) into a cast or mold<FF>get rid of<FF>choose at random<FF>formulate in a particular style or language<FF>eject the contents of the stomach through the mouth<FF>"
"After being given clearance to land , Miranda , following her instructor 's directions , started her approach ; she throttled back to reduce speed and control her descent as she flew towards the threshold the point just before she intended to touch down .",0,3,change,verb,"cause to change; make different; cause a transformation<FF>undergo a change; become different in essence; losing one's or its original nature<FF>become different in some particular way, without permanently losing one's or its former characteristics or essence<FF>lay aside, abandon, or leave for another<FF>change clothes; put on different clothes<FF>exchange or replace with another, usually of the same kind or category<FF>give to, and receive from, one another<FF>change from one vehicle or transportation line to another<FF>become deeper in tone<FF>remove or replace the coverings of<FF>"
Do n't know who was on it actually .,0,4,fill,verb,"make full, also in a metaphorical sense<FF>become full<FF>occupy the whole of<FF>assume, as of positions or roles<FF>fill or meet a want or need<FF>appoint someone to (a position or a job)<FF>eat until one is sated<FF>fill to satisfaction<FF>plug with a substance<FF>"
"Finally , in all applications fields , the findings of the reviews above suggest that there is a need for improvements in user interfaces of all kinds .",0,2,look,verb,"perceive with attention; direct one's gaze towards<FF>give a certain impression or have a certain outward aspect<FF>have a certain outward or facial expression<FF>search or seek<FF>be oriented in a certain direction, often with respect to another reference point; be opposite to<FF>take charge of or deal with<FF>convey by one's expression<FF>look forward to the probable occurrence of<FF>accord in appearance with<FF>have faith or confidence in<FF>"
I 'm only giving cards out because as you know nan does n't bother with birthdays,0,16,attend,verb,"be present at (meetings, church services, university), etc.<FF>take charge of or deal with<FF>to accompany as a circumstance or follow as a result<FF>work for or be a servant to<FF>give heed (to)<FF>"
Ah yes ; a Secretary at the Ministry of Industry wants you to ring him .,1,17,get,verb,"come into the possession of something concrete or abstract<FF>enter or assume a certain state or condition<FF>cause to move; cause to be in a certain position or condition<FF>receive a specified treatment (abstract)<FF>reach a destination; arrive by movement or progress<FF>go or come after and bring or take back<FF>go through (mental or physical states or experiences)<FF>take vengeance on or get even<FF>achieve a point or goal<FF>cause to do; cause to act in a specified manner<FF>succeed in catching or seizing, especially after a chase<FF>come to have or undergo a change of (physical features and attributes)<FF>be stricken by an illness, fall victim to an illness<FF>communicate with a place or person; establish communication with, as if by telephone<FF>give certain properties to something<FF>move into a desired direction of discourse<FF>grasp with the mind or develop an understanding of<FF>attract and fix<FF>reach with a blow or hit in a particular spot<FF>reach by calculation<FF>acquire as a result of some effort or action<FF>purchase<FF>perceive by hearing<FF>suffer from the receipt of<FF>receive as a retribution or punishment<FF>leave immediately; used usually in the imperative form<FF>reach and board<FF>irritate<FF>evoke an emotional response<FF>apprehend and reproduce accurately<FF>earn or achieve a base by being walked by the pitcher<FF>overcome or destroy<FF>be a mystery or bewildering to<FF>take the first step or steps in carrying out an action<FF>undergo (as of injuries and illnesses)<FF>make children<FF>"
"You see everything I wo n't go , especially now since he 's retired !",0,44,suffer,verb,undergo or be subjected to<FF>undergo (as of injuries and illnesses)<FF>experience (emotional) pain<FF>put up with something or somebody unpleasant<FF>get worse<FF>feel pain or be in pain<FF>feel physical pain<FF>feel unwell or uncomfortable<FF>be given to<FF>undergo or suffer<FF>be set at a disadvantage<FF>
"To suggest it , that is the dream . """,1,10,run,verb,"move fast by using one's feet, with one foot off the ground at any given time<FF>flee; take to one's heels; cut and run<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>direct or control; projects, businesses, etc.<FF>have a particular form<FF>move along, of liquids<FF>perform as expected when applied<FF>change or be different within limits<FF>run, stand, or compete for an office or a position<FF>cause to emit recorded audio or video<FF>move about freely and without restraint, or act as if running around in an uncontrolled way<FF>have a tendency or disposition to do or be something; be inclined<FF>be operating, running or functioning<FF>change from one state to another<FF>cause to perform<FF>be affected by; be subjected to<FF>continue to exist<FF>occur persistently<FF>carry out a process or program, as on a computer or a machine<FF>include as the content; broadcast or publicize<FF>carry out<FF>pass over, across, or through<FF>cause something to pass or lead somewhere<FF>make without a miss<FF>deal in illegally, such as arms or liquor<FF>cause an animal to move fast<FF>be diffused<FF>sail before the wind<FF>cover by running; run a certain distance<FF>extend or continue for a certain period of time<FF>set animals loose to graze<FF>keep company<FF>run with the ball; in such sports as football<FF>travel rapidly, by any (unspecified) means<FF>travel a route regularly<FF>pursue for food or sport (as of wild animals)<FF>compete in a race<FF>progress by being changed<FF>reduce or cause to be reduced from a solid to a liquid state, usually by heating<FF>come unraveled or undone as if by snagging<FF>become undone<FF>"
"After 16 minutes Graham Roberts was injured by a tackle for which Perry Groves was booked ( Steve Clarke took over as sweeper , and is likely to have several weeks in which to build on a promising display ) .",0,6,use,verb,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose<FF>take or consume (regularly or habitually)<FF>use up, consume fully<FF>seek or achieve an end by using to one's advantage<FF>avail oneself to<FF>habitually do something (use only in the past tense)<FF>"
Did you win any money today ?,0,7,think,verb,"judge or regard; look upon; judge<FF>expect, believe, or suppose<FF>use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments<FF>recall knowledge from memory; have a recollection<FF>imagine or visualize<FF>focus one's attention on a certain state<FF>have in mind as a purpose<FF>decide by pondering, reasoning, or reflecting<FF>ponder; reflect on, or reason about<FF>dispose the mind in a certain way<FF>have or formulate in the mind<FF>be capable of conscious thought<FF>bring into a given condition by mental preoccupation<FF>"
For this reason they can not cope with climates having greatly extended winters .,1,23,reduce,verb,"cut down on; make a reduction in<FF>make less complex<FF>bring to humbler or weaker state or condition<FF>simplify the form of a mathematical equation of expression by substituting one term for another<FF>lower in grade or rank or force somebody into an undignified situation<FF>be the essential element<FF>reduce in size; reduce physically<FF>lessen and make more modest<FF>make smaller<FF>to remove oxygen from a compound, or cause to react with hydrogen or form a hydride, or to undergo an increase in the number of electrons<FF>narrow or limit<FF>put down by force or intimidation<FF>undergo meiosis<FF>reposition (a broken bone after surgery) back to its normal site<FF>destress and thus weaken a sound when pronouncing it<FF>reduce in scope while retaining essential elements<FF>be cooked until very little liquid is left<FF>cook until very little liquid is left<FF>lessen the strength or flavor of a solution or mixture<FF>take off weight<FF>"
The agency will keep the tenant 's deposit until the tenant leaves .,0,2,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
As mentioned earlier a routine can often be regarded as a written task description .,0,13,suggest,verb,"make a proposal, declare a plan for something<FF>drop a hint; intimate by a hint<FF>imply as a possibility<FF>suggest the necessity of an intervention; in medicine<FF>call to mind<FF>"
Going in all over that 's the position anyway !,0,3,give,verb,"cause to have, in the abstract sense or physical sense<FF>be the cause or source of<FF>transfer possession of something concrete or abstract to somebody<FF>convey or reveal information<FF>convey, as of a compliment, regards, attention, etc.; bestow<FF>organize or be responsible for<FF>convey or communicate; of a smile, a look, a physical gesture<FF>give as a present; make a gift of<FF>cause to happen or be responsible for<FF>dedicate<FF>give or supply<FF>transmit (knowledge or skills)<FF>bring about<FF>leave with; give temporarily<FF>emit or utter<FF>endure the loss of<FF>place into the hands or custody of<FF>give entirely to a specific person, activity, or cause<FF>give (as medicine)<FF>give or convey physically<FF>bestow<FF>bestow, especially officially<FF>move in order to make room for someone for something<FF>give food to<FF>contribute to some cause<FF>break down, literally or metaphorically<FF>estimate the duration or outcome of something<FF>execute and deliver<FF>deliver in exchange or recompense<FF>afford access to<FF>present to view<FF>perform for an audience<FF>be flexible under stress of physical force<FF>propose<FF>accord by verdict<FF>manifest or show<FF>offer in good faith<FF>submit for consideration, judgment, or use<FF>guide or direct, as by behavior of persuasion<FF>allow to have or take<FF>inflict as a punishment<FF>occur<FF>consent to engage in sexual intercourse with a man<FF>proffer (a body part)<FF>"
"Labour law will always reflect the balance of power in society , and a fully fledged labour court system will not remove class and fundamental employer-employee differences .",0,13,ring,verb,"sound loudly and sonorously<FF>ring or echo with sound<FF>make (bells) ring, often for the purposes of musical edification<FF>get or try to get into communication (with someone) by telephone<FF>extend on all sides of simultaneously; encircle<FF>attach a ring to the foot of, in order to identify<FF>"
I would n't mind if those blasted slightly longer life in terms of the music they played .,0,1,see,verb,"perceive by sight or have the power to perceive by sight<FF>perceive (an idea or situation) mentally<FF>perceive or be contemporaneous with<FF>imagine; conceive of; see in one's mind<FF>deem to be<FF>get to know or become aware of, usually accidentally<FF>see or watch<FF>come together<FF>find out, learn, or determine with certainty, usually by making an inquiry or other effort<FF>be careful or certain to do something; make certain of something<FF>go to see for professional or business reasons<FF>go to see for a social visit<FF>go to see a place, as for entertainment<FF>take charge of or deal with<FF>receive as a specified guest<FF>date regularly; have a steady relationship with<FF>see and understand, have a good eye<FF>deliberate or decide<FF>observe as if with an eye<FF>observe, check out, and look over carefully or inspect<FF>go or live through<FF>accompany or escort<FF>match or meet<FF>make sense of; assign a meaning to<FF>"
"Most athletes first encountered him as a voice , bellowing in multi-lingual fury at officials who had broken rules or arrangements designed to make racing safer or more fair .",1,1,suggest,verb,"make a proposal, declare a plan for something<FF>drop a hint; intimate by a hint<FF>imply as a possibility<FF>suggest the necessity of an intervention; in medicine<FF>call to mind<FF>"
"The divergence was sharpened by the application of a theoretical distinction , the fruit of Augustinian theology , amplified as the century went on by canon and Roman law reference ; princes pronounced their campaigns just wars ( fought against aggressors with the aim of re-establishing peace ) or public wars ( declared by a competent authority in the public interest ) , while they condemned the wars of lesser men as infractions of the peace .",0,19,take,verb,"carry out<FF>require (time or space)<FF>take somebody somewhere<FF>get into one's hands, take physically<FF>take on a certain form, attribute, or aspect<FF>interpret something in a certain way; convey a particular meaning or impression<FF>take something or somebody with oneself somewhere<FF>take into one's possession<FF>travel or go by means of a certain kind of transportation, or a certain route<FF>pick out, select, or choose from a number of alternatives<FF>receive willingly something given or offered<FF>assume, as of positions or roles<FF>take into consideration for exemplifying purposes<FF>require as useful, just, or proper<FF>experience or feel or submit to<FF>make a film or photograph of something<FF>remove something concrete, as by lifting, pushing, or taking off, or remove something abstract<FF>serve oneself to, or consume regularly<FF>accept or undergo, often unwillingly<FF>make use of or accept for some purpose<FF>take by force<FF>occupy or take on<FF>admit into a group or community<FF>ascertain or determine by measuring, computing or take a reading from a dial<FF>be a student of a certain subject<FF>take as an undesirable consequence of some event or state of affairs<FF>head into a specified direction<FF>point or cause to go (blows, weapons, or objects such as photographic equipment) towards<FF>be seized or affected in a specified way<FF>have with oneself; have on one's person<FF>engage for service under a term of contract<FF>receive or obtain regularly<FF>buy, select<FF>to get into a position of having, e.g., safety, comfort<FF>have sex with; archaic use<FF>lay claim to; as of an idea<FF>be designed to hold or take<FF>be capable of holding or containing<FF>develop a habit<FF>proceed along in a vehicle<FF>obtain by winning<FF>be stricken by an illness, fall victim to an illness<FF>"
That which hath been is now ; and that which is to be hath already been ; and God requireth that which is past .,0,2,win,verb,"be the winner in a contest or competition; be victorious<FF>win something through one's efforts<FF>obtain advantages, such as points, etc.<FF>attain success or reach a desired goal<FF>"
I 'm not allowed to Wednesdays cos your mum do n't watch it on a Wednesday !,1,6,cope,verb,come to terms with<FF>
"I mean , er erm and I went to see her in Park Hospital and she was very very frustrated because she could n't speak .",1,3,keep,verb,"keep in a certain state, position, or activity; e.g.,<FF>continue a certain state, condition, or activity<FF>retain possession of<FF>stop (someone or something) from doing something or being in a certain state<FF>conform one's action or practice to<FF>stick to correctly or closely<FF>look after; be the keeper of; have charge of<FF>maintain by writing regular records<FF>supply with room and board<FF>allow to remain in a place or position or maintain a property or feature<FF>supply with necessities and support<FF>fail to spoil or rot<FF>behave as expected during of holidays or rites<FF>keep under control; keep in check<FF>maintain in safety from injury, harm, or danger<FF>raise<FF>retain rights to<FF>store or keep customarily<FF>have as a supply<FF>maintain for use and service<FF>hold and prevent from leaving<FF>prevent (food) from rotting<FF>"
He rushes to La Borg and that 's also in Italy,0,11,write,verb,"produce a literary work<FF>communicate or express by writing<FF>have (one's written work) issued for publication<FF>communicate (with) in writing<FF>communicate by letter<FF>write music<FF>mark or trace on a surface<FF>record data on a computer<FF>write or name the letters that comprise the conventionally accepted form of (a word or part of a word)<FF>create code, write a computer program<FF>"
"The actual facts ' of who was arrested during the riots , whether black or white , were hardly debated since it was assumed that they were mostly black and mostly unemployed and involved with crime ( Keith , 1987 ) .",0,0,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
He regards the charges as unfounded .,1,15,fledge,verb,"feed, care for, and rear young birds for flight<FF>decorate with feathers<FF>grow feathers<FF>"
"To photograph the house for the news last night the cameraman must have stood just where he had stood himself , on the edge of the lawn with his back to the cedar tree .",0,16,play,verb,"participate in games or sport<FF>act or have an effect in a specified way or with a specific effect or outcome<FF>play on an instrument<FF>play a role or part<FF>be at play; be engaged in playful activity; amuse oneself in a way characteristic of children<FF>replay (as a melody)<FF>perform music on (a musical instrument)<FF>pretend to have certain qualities or state of mind<FF>move or seem to move quickly, lightly, or irregularly<FF>bet or wager (money)<FF>engage in recreational activities rather than work; occupy oneself in a diversion<FF>pretend to be somebody in the framework of a game or playful activity<FF>emit recorded sound<FF>perform on a certain location<FF>put (a card or piece) into play during a game, or act strategically as if in a card game<FF>engage in an activity as if it were a game rather than take it seriously<FF>behave in a certain way<FF>cause to emit recorded audio or video<FF>manipulate manually or in one's mind or imagination<FF>use to one's advantage<FF>consider not very seriously<FF>be received or accepted or interpreted in a specific way<FF>behave carelessly or indifferently<FF>cause to move or operate freely within a bounded space<FF>perform on a stage or theater<FF>be performed or presented for public viewing<FF>cause to happen or to occur as a consequence<FF>discharge or direct or be discharged or directed as if in a continuous stream<FF>make bets<FF>stake on the outcome of an issue<FF>shoot or hit in a particular manner<FF>use or move<FF>employ in a game or in a specific position<FF>contend against an opponent in a sport, game, or battle<FF>exhaust by allowing to pull on the line<FF>"
The presence of immigration officials and police on board trains is comparable to the scenes of 1930s America where migrant labourers were turned back at state boundaries .,0,24,race,verb,"move fast<FF>compete in a race<FF>to work as fast as possible towards a goal, sometimes in competition with others<FF>cause to move fast or to rush or race<FF>"
"I mean , and she was in a terrible , I mean she could n't even speak !",1,3,sharpen,verb,make sharp or sharper<FF>make crisp or more crisp and precise<FF>become sharp or sharper<FF>put (an image) into focus<FF>make (images or sounds) sharp or sharper<FF>raise the pitch of (musical notes)<FF>give a point to<FF>make (one's senses) more acute<FF>
Because their nasal openings were on the top of their heads they could even continue to breathe if it became necessary ( see p. 115 ) to totally submerge .,0,2,hath,verb,hath<FF>
"She had been on his mind since the morning he had seen her from his horse ; frightened yet defiant , sparking with anger .",0,6,cos,verb,ratio of the adjacent side to the hypotenuse of a right-angled triangle<FF>
By the end of 1988 gamma radiation dose monitors had been installed at 46 meteorological stations as part of phase 1 of the development programme .,0,24,speak,verb,express in speech<FF>exchange thoughts; talk with<FF>use language<FF>give a speech to<FF>make a characteristic or natural sound<FF>
"She was frowning , deep lines appearing between her eyebrows , mouth drawn down at the edges so that instead of a classically good-looking slim English Rose in her late twenties , she looked faded , years older than her real age , and shrewish .",0,1,rush,verb,"move fast<FF>attack suddenly<FF>urge to an unnatural speed<FF>act or move at high speed<FF>run with the ball, in football<FF>cause to move fast or to rush or race<FF>cause to occur rapidly<FF>"
FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas .,1,23,assume,verb,"take to be the case or to be true; accept without verification or proof<FF>take on titles, offices, duties, responsibilities<FF>take on a certain form, attribute, or aspect<FF>take on as one's own the expenses or debts of another person<FF>occupy or take on<FF>seize and take control without authority and possibly with force; take as one's right or possession<FF>make a pretence of<FF>take up someone's soul into heaven<FF>put clothing on one's body<FF>"
"Perhaps the most significant development of all , however , is the increasing role of the European Commission .",1,1,regard,verb,deem to be<FF>look at attentively<FF>connect closely and often incriminatingly<FF>
His score for the film Louisiana Story was awarded the Pulitzer Prize in 1948 .,0,13,stand,verb,"be standing; be upright<FF>be in some specified state or condition<FF>occupy a place or location, also metaphorically<FF>hold one's ground; maintain a position; be steadfast or upright<FF>put up with something or somebody unpleasant<FF>have or maintain a position or stand on an issue<FF>remain inactive or immobile<FF>be in effect; be or remain in force<FF>be tall; have a height of; copula<FF>put into an upright position<FF>withstand the force of something<FF>be available for stud services<FF>"
"Cos Ken said , first of all he could n't find any and he said oh he said perhaps I should 've bought them when I saw them , nine ninety nine .",0,22,turn,verb,"change orientation or direction, also in the abstract sense<FF>undergo a transformation or a change of position or action<FF>undergo a change or development<FF>cause to move around or rotate<FF>change to the contrary<FF>pass to the other side of<FF>pass into a condition gradually, take on a specific property or attribute; become<FF>let (something) fall or spill from a container<FF>move around an axis or a center<FF>cause to move around a center so as to show another side of<FF>to send or let go<FF>to break and turn over earth especially with a plow<FF>shape by rotating on a lathe or cutting device or a wheel<FF>change color<FF>twist suddenly so as to sprain<FF>cause to change or turn into something different;assume new characteristics<FF>accomplish by rotating<FF>get by buying and selling<FF>cause to move along an axis or into a new direction<FF>channel one's attention, interest, thought, or attention toward or away from something<FF>cause (a plastic object) to assume a crooked or angular form<FF>alter the functioning or setting of<FF>direct at someone<FF>have recourse to or make an appeal or request for help or information to<FF>go sour or spoil<FF>become officially one year older<FF>"
Try the ship 's system again .,0,16,speak,verb,express in speech<FF>exchange thoughts; talk with<FF>use language<FF>give a speech to<FF>make a characteristic or natural sound<FF>
"The council argued that a landlord , particularly one such as a local authority , can not realistically be expected to have a system of inspection of all its premises and in practice is entitled to depend upon notification by its tenants .",0,19,become,verb,enter or assume a certain state or condition<FF>undergo a change or development<FF>come into existence<FF>enhance the appearance of<FF>
Above all he restored the focus of music criticism onto the music itself .,0,11,see,verb,"perceive by sight or have the power to perceive by sight<FF>perceive (an idea or situation) mentally<FF>perceive or be contemporaneous with<FF>imagine; conceive of; see in one's mind<FF>deem to be<FF>get to know or become aware of, usually accidentally<FF>see or watch<FF>come together<FF>find out, learn, or determine with certainty, usually by making an inquiry or other effort<FF>be careful or certain to do something; make certain of something<FF>go to see for professional or business reasons<FF>go to see for a social visit<FF>go to see a place, as for entertainment<FF>take charge of or deal with<FF>receive as a specified guest<FF>date regularly; have a steady relationship with<FF>see and understand, have a good eye<FF>deliberate or decide<FF>observe as if with an eye<FF>observe, check out, and look over carefully or inspect<FF>go or live through<FF>accompany or escort<FF>match or meet<FF>make sense of; assign a meaning to<FF>"
As is well known ( Rhind 1983 ) these contain on average perhaps 150Î__ê200 households and 400Î__ê500 people .,0,11,instal,verb,set up for use<FF>put into an office or a position<FF>place<FF>
She sat down and prepared to wait as long as was necessary .,0,2,frown,verb,"look angry or sullen, wrinkle one's forehead, as if to signal disapproval<FF>"
"When she reached the plateau she remained standing , watching for Joss Barnet , waiting for the moment when she would see him riding towards her .",1,14,participate,verb,share in something<FF>become a participant; be involved in<FF>
"However , this is offset by the demands that are made on spatial analysis and modelling methodology .",0,12,increase,verb,become bigger or greater in amount<FF>make bigger or more<FF>
"In the third quarter Bridgend had little difficulty in wiping out an 11-point deficit , Huw Bevan supporting Aled Williams 's break for their second try .",1,8,award,verb,"give, especially as an honor or reward<FF>give as judged due or on the basis of merit<FF>"
I still do n't know if my family know where I am or if they will suffer from my decision .,0,2,say,verb,"express in words<FF>report or maintain<FF>express a supposition<FF>have or contain a certain wording or form<FF>give instructions to or direct somebody to do something with authority<FF>speak, pronounce, or utter in a certain way<FF>communicate or express nonverbally<FF>utter aloud<FF>state as one's opinion or judgement; declare<FF>recite or repeat a fixed text<FF>indicate<FF>"
It is important that participants are provided with the skills to reduce their drinking levels or handle more effectively pub centred problems .,0,0,try,verb,"make an effort or attempt<FF>put to the test, as for its quality, or give experimental use to<FF>put on trial or hear a case and sit as the judge at the trial of<FF>take a sample of<FF>examine or hear (evidence or a case) by judicial process<FF>give pain or trouble to<FF>test the limits of<FF>melt (fat or lard) in order to separate out impurities<FF>put on a garment in order to see whether it fits and looks nice<FF>"
With busy pomposity Lewis dictated it to a typist and would have gone on and on had he not been diplomatically restrained .,1,2,argue,verb,present reasons and arguments<FF>have an argument about something<FF>give evidence of<FF>
"It may be wise , while retaining or regaining control , to trade under different names .",1,3,restore,verb,"return to its original or usable and functioning condition<FF>return to life; get or give new life or energy<FF>give or bring back<FF>restore by replacing a part or putting together what is torn or broken<FF>bring back into original existence, use, function, or position<FF>"
"In the right place ( possibly New York , but San Francisco is better ) , the Martini is the ultimate Thank God it 's Friday drink .",0,9,contain,verb,"include or contain; have as a component<FF>contain or hold; have within<FF>lessen the intensity of; temper; hold in restraint; hold or keep within limits<FF>be divisible by<FF>be capable of holding or containing<FF>hold back, as of a danger or an enemy; check the expansion or influence of<FF>"
"Yet others have argued that the unrest can be seen as a symptom of the breakdown of law and order in British society ( Gaffney , 1987 ; Hall , 1987 ; Keith , 1987 ) .",0,1,sit,verb,"be seated<FF>be around, often idly or without specific purpose<FF>take a seat<FF>be in session<FF>assume a posture as for artistic purposes<FF>sit and travel on the back of animal, usually while controlling its motions<FF>be located or situated somewhere<FF>work or act as a baby-sitter<FF>show to a seat; assign a seat for<FF>serve in a specific professional capacity<FF>"
"It was but er the market was so low that he decided not to well I do n't think he could get a buyer actually , it 's just stood there so he he he let it out rather than have it stood there with the option for us to buy it but I say now the prices are lower he 's not keen on selling it at that price .",0,2,reach,verb,"reach a destination, either real or abstract<FF>reach a point in time, or a certain state or level<FF>move forward or upward in order to touch; also in a metaphorical sense<FF>be in or establish communication with<FF>to gain with effort<FF>to extend as far as<FF>reach a goal, e.g.,<FF>place into the hands or custody of<FF>to exert much effort or energy<FF>"
"There was , however , one aspect that deserves commendation .",0,4,offset,verb,compensate for or counterbalance<FF>make up for<FF>cause (printed matter) to transfer or smear onto another surface<FF>create an offset in<FF>produce by offset printing<FF>
Can you see the spikes ?,1,9,wipe,verb,rub with a circular motion<FF>
I knew you wanted to see how far you could go .,0,4,know,verb,"be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about<FF>know how to do or perform something<FF>be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt<FF>be familiar or acquainted with a person or an object<FF>have firsthand knowledge of states, situations, emotions, or sensations<FF>accept (someone) to be what is claimed or accept his power and authority<FF>have fixed in the mind<FF>have sexual intercourse with<FF>know the nature or character of<FF>be able to distinguish, recognize as being different<FF>perceive as familiar<FF>"
"Having lent Hale money to pay her rent she had been angered to discover her spending enormous sums on an haute-couture dress , and refused to turn up to what , in retrospect , became Hale 's farewell party .",1,16,handle,verb,"be in charge of, act on, or dispose of<FF>interact in a certain way<FF>act on verbally or in some form of artistic expression<FF>touch, lift, or hold with the hands<FF>handle effectively<FF>show and train<FF>"
"Mrs Henry refused the drug treatment given to reduce the chances of a relapse , but there are many who would remain well without it , Dr Slevin said .",1,12,go,verb,"change location; move, travel, or proceed, also metaphorically<FF>follow a procedure or take a course<FF>move away from a place into another direction<FF>enter or assume a certain state or condition<FF>be awarded; be allotted<FF>have a particular form<FF>stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point<FF>follow a certain course<FF>be abolished or discarded<FF>be or continue to be in a certain condition<FF>make a certain noise or sound<FF>perform as expected when applied<FF>to be spent or finished<FF>progress by being changed<FF>continue to live through hardship or adversity<FF>pass, fare, or elapse; of a certain state of affairs or action<FF>pass from physical life and lose all bodily attributes and functions necessary to sustain life<FF>be in the right place or situation<FF>be ranked or compare<FF>begin or set in motion<FF>have a turn; make one's move in a game<FF>be contained in<FF>be sounded, played, or expressed<FF>blend or harmonize<FF>lead, extend, or afford access<FF>be the right size or shape; fit correctly or as desired<FF>go through in search of something; search through someone's belongings in an unauthorized way<FF>be spent<FF>give support (to) or make a choice (of) one out of a group or number<FF>stop operating or functioning<FF>"
"It 's not that I do n't want to say anything but I just do n't know what to say , John Ryan , the Welsh coach , sighed .",0,12,trade,verb,engage in the trade of<FF>turn in as payment or part payment for a purchase<FF>be traded at a certain price or under certain conditions<FF>exchange or give (something) in exchange for<FF>do business; offer for sale as for one's livelihood<FF>
He rejects charges that he was partly responsible for the casino atmosphere that gripped US corporate life in the early 1980s .,0,21,thank,verb,express gratitude or show appreciation to<FF>
And daddy going to go work,0,3,argue,verb,present reasons and arguments<FF>have an argument about something<FF>give evidence of<FF>
Are you sure I should n't get a doctor ? she asked .,0,65,sell,verb,exchange or deliver for money or its equivalent<FF>be sold at a certain price or in a certain way<FF>persuade somebody to accept something<FF>do business; offer for sale as for one's livelihood<FF>give up for a price or reward<FF>be approved of or gain acceptance<FF>be responsible for the sale of<FF>deliver to an enemy by treachery<FF>
"There are Stein settings , such as Portrait of FB , but also cycles such as Five Songs from William Blake , Prayers and Praises and a cantata based on poems by Edward Lear .",1,8,deserf,verb,deserf<FF>
"Mind you , I thought oh yeah .",0,2,see,verb,"perceive by sight or have the power to perceive by sight<FF>perceive (an idea or situation) mentally<FF>perceive or be contemporaneous with<FF>imagine; conceive of; see in one's mind<FF>deem to be<FF>get to know or become aware of, usually accidentally<FF>see or watch<FF>come together<FF>find out, learn, or determine with certainty, usually by making an inquiry or other effort<FF>be careful or certain to do something; make certain of something<FF>go to see for professional or business reasons<FF>go to see for a social visit<FF>go to see a place, as for entertainment<FF>take charge of or deal with<FF>receive as a specified guest<FF>date regularly; have a steady relationship with<FF>see and understand, have a good eye<FF>deliberate or decide<FF>observe as if with an eye<FF>observe, check out, and look over carefully or inspect<FF>go or live through<FF>accompany or escort<FF>match or meet<FF>make sense of; assign a meaning to<FF>"
"She adaws Bangladesh , gushed Rytasha 's mother the fiercest matron of them all , rejoicing in the improbable title of Baroness Thea von Theilheimer Shenkman .",1,5,see,verb,"perceive by sight or have the power to perceive by sight<FF>perceive (an idea or situation) mentally<FF>perceive or be contemporaneous with<FF>imagine; conceive of; see in one's mind<FF>deem to be<FF>get to know or become aware of, usually accidentally<FF>see or watch<FF>come together<FF>find out, learn, or determine with certainty, usually by making an inquiry or other effort<FF>be careful or certain to do something; make certain of something<FF>go to see for professional or business reasons<FF>go to see for a social visit<FF>go to see a place, as for entertainment<FF>take charge of or deal with<FF>receive as a specified guest<FF>date regularly; have a steady relationship with<FF>see and understand, have a good eye<FF>deliberate or decide<FF>observe as if with an eye<FF>observe, check out, and look over carefully or inspect<FF>go or live through<FF>accompany or escort<FF>match or meet<FF>make sense of; assign a meaning to<FF>"
